,AR ID,Date,AR-MJO Overlap?,datetime,RMM Index,RMM Amplitude
4817,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00078.1000.nc,2012-08-27T22:00:00,False,2012-08-27 22:00:00,3.0,1.9982535
4818,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00079.1000.nc,2012-08-28T20:00:00,False,2012-08-28 20:00:00,3.0,1.8250649
4819,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00079.2000.nc,2012-08-29T08:00:00,False,2012-08-29 08:00:00,3.0,1.4873234
4820,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00080.1000.nc,2012-08-31T22:00:00,False,2012-08-31 22:00:00,3.0,0.89485663
4821,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00081.1000.nc,2012-09-01T02:00:00,False,2012-09-01 02:00:00,3.0,0.85712147
4822,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00082.1000.nc,2012-09-01T07:00:00,False,2012-09-01 07:00:00,3.0,0.85712147
4823,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00083.1000.nc,2012-09-02T13:00:00,False,2012-09-02 13:00:00,3.0,0.74547368
4824,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00084.1000.nc,2012-09-03T13:00:00,False,2012-09-03 13:00:00,3.0,0.99800289
4825,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00085.1000.nc,2012-09-03T15:00:00,False,2012-09-03 15:00:00,3.0,0.99800289
4826,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00086.1000.nc,2012-09-10T16:00:00,False,2012-09-10 16:00:00,4.0,1.5771024
4827,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00086.2000.nc,2012-09-06T10:00:00,False,2012-09-06 10:00:00,4.0,1.657122
